data;
param n := 100;
param m := 4;
param nu := 1000;
param x : 1 2 3 4 :=

1 0.928 0.279 0.522 0.391
2 0.098 0.157 0.95 0.388
3 0.344 0.178 0.123 0.692
4 0.077 0.77 0.668 0.409
5 0.374 0.299 0.187 0.205
6 0.186 0.495 0.219 0.699
7 0.904 0.328 0.519 0.328
8 0.476 0.547 0.425 0.868
9 0.948 0.972 0.898 0.929
10 0.812 0.158 0.908 0.893
11 0.585 1.0 0.777 0.475
12 0.405 0.138 0.134 0.404
13 0.131 0.334 0.159 0.559
14 0.69 0.576 0.425 0.268
15 0.652 0.817 0.177 0.162
16 0.081 0.612 0.416 0.397
17 0.876 0.936 0.754 0.996
18 0.324 0.292 0.915 0.239
19 0.567 0.556 0.212 0.657
20 0.766 0.725 0.216 0.442
21 0.167 0.979 0.396 0.904
22 0.199 0.801 0.478 0.54
23 0.603 0.836 0.116 0.331
24 0.229 0.722 0.154 0.197
25 0.072 0.985 0.88 0.267
26 0.557 0.192 0.33 0.891
27 0.138 0.065 0.869 0.923
28 0.595 0.413 0.117 0.594
29 0.743 0.156 0.102 0.533
30 0.041 0.115 0.107 0.476
31 0.443 0.672 0.432 0.582
32 0.17 0.793 0.135 0.618
33 0.966 0.309 0.304 0.448
34 0.229 0.656 0.056 0.542
35 0.927 0.812 0.805 0.273
36 0.004 0.248 0.783 0.554
37 0.842 0.179 0.442 0.62
38 0.628 0.201 0.017 0.048
39 0.851 0.468 0.517 0.717
40 0.556 0.573 0.676 0.548
41 0.214 0.993 0.299 0.355
42 0.132 0.486 0.684 0.472
43 0.275 0.422 0.858 0.975
44 0.224 0.416 0.009 0.655
45 0.3 0.186 0.438 0.294
46 0.888 0.754 0.153 0.215
47 0.925 0.347 0.626 0.509
48 0.649 0.214 0.425 0.076
49 0.718 0.022 0.869 0.573
50 0.073 0.507 0.278 0.379
51 0.902 0.115 0.497 0.227
52 0.866 0.589 0.166 0.818
53 0.838 0.723 0.49 0.616
54 0.078 0.805 0.873 0.603
55 0.981 0.752 0.641 0.726
56 0.286 0.043 0.187 0.388
57 0.569 0.058 0.332 0.296
58 0.7 0.816 0.212 0.647
59 0.203 0.367 0.916 0.466
60 0.236 0.759 0.582 0.596
61 0.201 0.835 0.071 0.862
62 0.69 0.329 0.093 0.482
63 0.199 0.414 0.06 0.387
64 0.856 0.65 0.817 0.871
65 0.334 0.339 0.65 0.139
66 0.14 0.318 0.833 0.131
67 0.513 0.239 0.808 0.276
68 0.134 0.204 0.387 0.419
69 0.276 0.551 0.091 0.507
70 0.331 0.162 0.04 0.658
71 0.929 0.509 0.411 0.243
72 0.039 0.491 0.337 0.19
73 0.673 0.59 0.831 0.767
74 0.581 0.136 0.315 0.022
75 0.768 0.334 0.739 0.363
76 0.725 0.876 0.856 0.046
77 0.757 0.742 0.615 0.14
78 0.084 0.777 0.916 0.391
79 0.055 0.825 0.08 0.337
80 0.074 0.908 0.688 0.266
81 0.676 0.875 0.913 0.848
82 0.137 0.158 0.249 0.888
83 0.29 0.139 0.657 0.726
84 0.357 0.722 0.409 0.122
85 0.094 0.321 0.329 0.895
86 0.769 0.961 0.189 0.122
87 0.485 0.895 0.269 0.813
88 0.053 0.197 0.034 0.235
89 0.215 0.17 0.648 0.144
90 0.596 0.182 0.192 0.637
91 0.851 0.121 0.708 0.332
92 0.577 0.193 0.253 0.875
93 0.005 0.543 0.601 0.543
94 0.562 0.097 0.167 0.727
95 0.586 0.184 0.043 0.443
96 0.717 0.741 0.803 0.562
97 0.739 0.476 0.859 0.49
98 0.152 0.187 0.072 0.328
99 0.525 0.592 0.184 0.861
100 0.304 0.718 0.267 0.261;
param y:=

1 -1
2 1
3 -1
4 -1
5 -1
6 -1
7 -1
8 1
9 1
10 1
11 1
12 -1
13 -1
14 1
15 -1
16 -1
17 1
18 -1
19 -1
20 1
21 1
22 1
23 -1
24 -1
25 1
26 1
27 1
28 -1
29 -1
30 -1
31 1
32 -1
33 1
34 -1
35 1
36 -1
37 1
38 -1
39 -1
40 1
41 -1
42 -1
43 1
44 -1
45 -1
46 1
47 1
48 -1
49 1
50 -1
51 -1
52 1
53 1
54 1
55 1
56 -1
57 1
58 1
59 -1
60 1
61 -1
62 -1
63 -1
64 1
65 -1
66 -1
67 -1
68 -1
69 -1
70 -1
71 1
72 -1
73 1
74 -1
75 1
76 1
77 1
78 -1
79 -1
80 -1
81 1
82 -1
83 -1
84 -1
85 -1
86 -1
87 1
88 1
89 -1
90 1
91 1
92 -1
93 -1
94 -1
95 -1
96 1
97 1
98 -1
99 1
100 -1;
