data;
param n := 100;
param m := 4;
param nu := 100;
param x : 1 2 3 4 :=

1 0.328 0.314 0.735 0.588
2 0.751 0.781 0.055 0.038
3 0.466 0.567 0.352 0.787
4 0.994 0.703 0.229 0.51
5 0.816 0.775 0.502 0.904
6 0.56 0.486 1.0 0.847
7 0.354 0.947 0.084 0.494
8 0.203 0.298 0.93 0.044
9 0.526 0.831 0.308 0.737
10 0.857 0.397 0.485 0.602
11 0.846 0.604 0.085 0.171
12 0.985 0.09 0.716 0.845
13 0.539 0.122 0.627 0.38
14 0.12 0.154 0.507 0.793
15 0.016 0.779 0.258 0.825
16 0.82 0.226 0.629 0.153
17 0.166 0.728 0.618 0.135
18 0.756 0.467 0.354 0.276
19 0.661 0.044 0.012 0.928
20 0.017 0.869 0.796 0.448
21 0.897 0.744 0.312 0.188
22 0.042 0.659 0.334 0.46
23 0.514 0.567 0.236 0.263
24 0.681 0.59 0.198 0.509
25 0.446 0.878 0.288 0.988
26 0.723 0.444 0.847 0.548
27 0.083 0.459 0.156 0.865
28 0.001 0.427 0.281 0.645
29 0.886 0.902 0.694 0.976
30 0.727 0.089 0.994 0.825
31 0.485 0.259 0.296 0.387
32 0.479 0.572 0.965 0.53
33 0.805 0.819 0.115 0.482
34 0.458 0.449 0.002 0.273
35 0.423 0.268 0.618 0.738
36 0.008 0.518 0.264 0.76
37 0.911 0.953 0.284 0.535
38 0.958 0.192 0.667 0.643
39 0.216 0.971 0.574 0.139
40 0.315 0.557 0.144 0.246
41 0.99 0.8 0.197 0.317
42 0.82 0.988 0.884 0.028
43 0.008 0.332 0.385 0.435
44 0.763 0.838 0.554 0.222
45 0.729 0.195 0.525 0.671
46 0.015 0.33 0.175 0.538
47 0.969 0.622 0.777 0.266
48 0.013 0.981 0.496 0.253
49 0.384 0.862 0.747 0.063
50 0.857 0.985 0.273 0.017
51 0.09 0.982 0.707 0.514
52 0.933 0.644 0.013 0.817
53 0.451 0.871 0.196 0.708
54 0.702 0.093 0.944 0.064
55 0.947 0.373 0.327 0.752
56 0.913 0.096 0.551 0.081
57 0.515 0.347 0.429 0.792
58 0.044 0.523 0.667 0.85
59 0.573 0.625 0.948 0.512
60 0.641 0.283 0.447 0.174
61 0.308 0.359 0.991 0.96
62 0.371 0.407 0.449 0.394
63 0.837 0.552 0.605 0.128
64 0.882 0.594 0.03 0.53
65 0.362 0.292 0.061 0.634
66 0.208 0.499 0.598 0.693
67 0.737 0.047 0.256 0.328
68 0.791 0.761 0.057 0.739
69 0.9 0.322 0.477 0.898
70 0.587 0.039 0.036 0.509
71 0.415 0.015 0.993 0.372
72 0.427 0.443 0.29 0.456
73 0.078 0.761 0.484 0.021
74 0.712 0.614 0.791 0.899
75 0.306 0.171 0.392 0.801
76 0.592 0.18 0.996 0.152
77 0.118 0.917 0.976 0.917
78 0.587 0.405 0.879 0.275
79 0.404 0.504 0.487 0.365
80 0.238 0.883 0.032 0.084
81 0.883 0.137 0.641 0.818
82 0.369 0.26 0.309 0.241
83 0.756 0.126 0.144 0.039
84 0.02 0.547 0.431 0.338
85 0.294 0.324 0.848 0.173
86 0.028 0.837 0.322 0.765
87 0.209 0.896 0.366 0.5
88 0.445 0.436 0.26 0.031
89 0.602 0.697 0.563 0.428
90 0.273 0.939 0.228 0.097
91 0.649 0.696 0.819 0.706
92 0.825 0.343 0.598 0.037
93 0.234 0.908 0.057 0.124
94 0.834 0.678 0.41 0.63
95 0.321 0.575 0.355 0.645
96 0.467 0.786 0.129 0.136
97 0.974 0.631 0.365 0.692
98 0.395 0.346 0.284 0.35
99 0.208 0.066 0.223 0.749
100 0.965 0.922 0.339 0.852;
param y:=

1 -1
2 -1
3 1
4 1
5 1
6 1
7 -1
8 -1
9 1
10 1
11 1
12 1
13 -1
14 -1
15 -1
16 -1
17 -1
18 -1
19 -1
20 1
21 1
22 -1
23 -1
24 -1
25 1
26 1
27 -1
28 -1
29 1
30 1
31 -1
32 1
33 1
34 -1
35 1
36 -1
37 1
38 1
39 -1
40 -1
41 1
42 1
43 -1
44 1
45 1
46 -1
47 1
48 -1
49 1
50 1
51 1
52 1
53 1
54 -1
55 1
56 1
57 1
58 1
59 1
60 -1
61 1
62 -1
63 1
64 1
65 -1
66 -1
67 -1
68 1
69 1
70 -1
71 -1
72 -1
73 -1
74 1
75 -1
76 -1
77 1
78 1
79 -1
80 -1
81 1
82 -1
83 -1
84 -1
85 -1
86 -1
87 -1
88 -1
89 1
90 -1
91 1
92 -1
93 -1
94 1
95 -1
96 -1
97 -1
98 -1
99 1
100 1;
