data;
param n := 100;
param m := 4;
param nu := 0.1;
param x : 1 2 3 4 :=

1 0.33 0.452 0.238 0.418
2 0.995 0.772 0.638 0.279
3 0.449 0.324 0.851 0.07
4 0.885 0.402 0.667 0.369
5 0.012 0.044 0.867 0.617
6 0.187 0.135 0.119 0.753
7 0.025 0.258 0.073 0.568
8 0.988 0.524 0.431 0.853
9 0.067 0.446 0.913 0.648
10 0.933 0.229 0.129 0.717
11 0.833 0.322 0.666 0.034
12 0.061 0.058 0.655 0.235
13 0.632 0.169 0.964 0.974
14 0.167 0.42 0.498 0.149
15 0.205 0.973 0.733 0.133
16 0.746 0.471 0.756 0.282
17 0.697 0.848 0.457 0.356
18 0.573 0.071 0.658 0.959
19 0.621 0.945 0.308 0.359
20 0.849 0.413 0.203 0.571
21 0.821 0.528 0.375 0.258
22 0.125 0.179 0.787 0.718
23 0.087 0.282 0.265 0.455
24 0.077 0.335 0.944 0.388
25 0.27 0.215 0.816 0.401
26 0.536 0.561 0.713 0.635
27 0.482 0.602 0.736 0.669
28 0.348 0.476 0.627 0.736
29 0.605 0.398 0.808 0.408
30 0.644 0.57 0.33 0.091
31 0.548 0.405 0.512 0.558
32 0.822 0.264 0.483 0.374
33 0.561 0.485 0.693 0.701
34 0.389 0.123 0.649 0.259
35 0.223 0.38 0.16 0.228
36 0.28 0.189 0.517 0.72
37 0.746 0.541 0.409 0.929
38 0.663 0.421 0.586 0.704
39 0.554 0.714 0.317 0.362
40 0.715 0.049 0.069 0.252
41 0.925 0.55 0.778 0.4
42 0.146 0.725 0.207 0.604
43 0.447 0.817 0.244 0.711
44 0.823 0.603 0.011 0.231
45 0.581 0.365 0.772 0.784
46 0.486 0.598 0.44 0.277
47 0.346 0.521 0.496 0.239
48 0.09 0.355 0.777 0.125
49 0.441 0.366 0.239 0.424
50 0.439 0.789 0.34 0.538
51 0.693 0.307 0.99 0.021
52 0.102 0.021 0.975 0.951
53 0.97 0.027 0.254 0.33
54 0.906 0.991 0.957 0.601
55 0.157 0.215 0.386 0.882
56 0.139 0.755 0.999 0.38
57 0.311 0.408 0.467 0.441
58 0.415 0.915 0.452 0.55
59 0.022 0.322 0.43 0.934
60 0.625 0.96 0.672 0.216
61 0.982 0.756 0.563 0.166
62 0.786 0.504 0.499 0.416
63 0.193 0.088 0.541 0.065
64 0.793 0.874 0.689 0.423
65 0.094 0.275 0.778 0.193
66 0.683 0.504 0.885 0.355
67 0.011 0.863 0.408 0.104
68 0.073 0.525 0.739 0.043
69 0.689 0.598 0.582 0.961
70 0.087 0.553 0.166 0.298
71 0.259 0.833 0.245 0.974
72 0.098 0.415 0.068 0.796
73 0.857 0.953 0.517 0.529
74 0.241 0.928 0.976 0.152
75 0.029 0.543 0.185 0.558
76 0.547 0.816 0.599 0.262
77 0.781 0.773 0.681 0.185
78 0.815 0.574 0.086 0.157
79 0.015 0.037 0.964 0.803
80 0.627 0.835 0.433 0.197
81 0.777 0.685 0.623 0.32
82 0.496 0.202 0.736 0.701
83 0.645 0.992 0.712 0.695
84 0.597 0.081 0.337 0.204
85 0.357 0.446 0.429 0.969
86 0.099 0.237 0.004 0.177
87 0.261 0.336 0.815 0.687
88 0.486 0.386 0.829 0.794
89 0.174 0.977 0.679 0.412
90 0.832 0.885 0.389 0.151
91 0.387 0.555 0.659 0.359
92 0.911 0.88 0.749 0.35
93 0.911 0.981 0.604 0.037
94 0.073 0.955 0.966 0.197
95 0.042 0.595 0.528 0.711
96 0.873 0.296 0.155 0.662
97 0.249 0.088 0.812 0.371
98 0.865 0.183 0.03 0.937
99 0.358 0.072 0.597 0.595
100 0.389 0.749 0.263 0.698;
param y:=

1 -1
2 1
3 -1
4 1
5 -1
6 -1
7 -1
8 1
9 1
10 1
11 -1
12 -1
13 1
14 -1
15 1
16 1
17 1
18 1
19 1
20 1
21 -1
22 -1
23 -1
24 -1
25 -1
26 1
27 1
28 1
29 1
30 -1
31 1
32 -1
33 1
34 -1
35 -1
36 -1
37 1
38 1
39 -1
40 -1
41 1
42 -1
43 1
44 -1
45 1
46 -1
47 -1
48 -1
49 -1
50 1
51 1
52 1
53 -1
54 1
55 -1
56 1
57 -1
58 1
59 -1
60 1
61 1
62 1
63 -1
64 1
65 -1
66 1
67 -1
68 -1
69 1
70 -1
71 1
72 1
73 1
74 1
75 -1
76 1
77 1
78 -1
79 -1
80 1
81 1
82 1
83 -1
84 -1
85 1
86 -1
87 1
88 1
89 1
90 1
91 -1
92 1
93 1
94 1
95 -1
96 -1
97 -1
98 1
99 -1
100 1;
