data;
param n := 100;
param m := 4;
param nu := 0.001;
param x : 1 2 3 4 :=

1 0.771 0.352 0.368 0.324
2 0.905 0.613 0.066 0.422
3 0.223 0.787 0.737 0.392
4 0.13 0.783 0.832 0.625
5 0.701 0.645 0.462 0.947
6 0.216 0.161 0.325 0.949
7 0.412 0.234 0.394 0.809
8 0.364 0.767 0.191 0.411
9 0.622 0.484 0.32 0.364
10 0.751 0.217 0.855 0.626
11 0.218 0.435 0.132 0.327
12 0.256 0.283 0.022 0.742
13 0.813 0.564 0.342 0.733
14 0.072 0.708 1.0 0.962
15 0.183 0.196 0.193 0.438
16 0.74 0.261 0.671 0.057
17 0.431 0.43 0.139 0.091
18 0.15 0.755 0.161 0.027
19 0.404 0.663 0.15 0.657
20 0.315 0.957 0.156 0.746
21 0.181 0.573 0.521 0.693
22 0.134 0.719 0.417 0.707
23 0.02 0.11 0.348 0.214
24 0.625 0.606 0.485 0.947
25 0.761 0.921 0.728 0.539
26 0.955 0.622 0.641 0.325
27 0.921 0.144 0.376 0.294
28 0.715 0.212 0.94 0.627
29 0.862 0.355 0.136 0.48
30 0.713 0.065 0.62 0.936
31 0.451 0.079 0.354 0.152
32 0.242 0.016 0.11 0.376
33 0.997 0.363 0.667 0.208
34 0.898 0.325 0.609 0.676
35 0.679 0.324 0.029 0.631
36 0.475 0.32 0.98 0.41
37 0.313 0.688 0.564 0.794
38 0.466 0.542 0.746 0.949
39 0.022 0.289 0.446 0.053
40 0.365 0.217 0.85 0.357
41 0.829 0.13 0.469 0.535
42 0.56 0.233 0.521 0.682
43 0.885 0.04 0.333 0.944
44 0.608 0.718 0.395 0.768
45 0.592 0.683 0.287 0.364
46 0.383 0.334 0.468 0.988
47 0.902 0.431 0.654 0.583
48 0.605 0.023 0.401 0.115
49 0.795 0.975 0.154 0.943
50 0.788 0.828 0.912 0.219
51 0.104 0.728 0.337 0.153
52 0.334 0.273 0.282 0.266
53 0.217 0.714 0.334 0.34
54 0.229 0.616 0.927 0.364
55 0.052 0.578 0.381 0.614
56 0.782 0.068 0.582 0.477
57 0.646 0.662 0.987 0.879
58 0.971 0.167 0.769 0.841
59 0.652 0.201 0.025 0.493
60 0.41 0.456 0.508 0.989
61 0.225 0.013 0.523 0.547
62 0.019 0.577 0.98 0.164
63 0.078 0.334 0.726 0.603
64 0.471 0.053 0.622 0.068
65 0.998 0.895 0.363 0.242
66 0.428 0.109 0.594 0.137
67 0.837 0.101 0.345 0.421
68 0.971 0.981 0.057 0.58
69 0.801 0.26 0.021 0.576
70 0.573 0.019 0.932 0.884
71 0.072 0.43 0.616 0.507
72 0.429 0.225 0.703 0.945
73 0.58 0.394 0.105 0.847
74 0.635 0.881 0.866 0.388
75 0.777 0.008 0.289 0.733
76 0.747 0.951 0.099 0.363
77 0.522 0.898 0.276 0.785
78 0.327 0.442 0.677 0.198
79 0.882 0.692 0.393 0.702
80 0.613 0.027 0.457 0.333
81 0.952 0.881 0.849 0.3
82 0.181 0.464 0.083 0.947
83 0.926 0.777 0.569 0.166
84 0.417 0.877 0.84 0.055
85 0.304 0.438 0.965 0.088
86 0.459 0.187 0.984 0.591
87 0.187 0.844 0.062 0.027
88 0.746 0.864 0.505 0.792
89 0.202 0.323 0.634 0.74
90 0.753 0.654 0.913 0.732
91 0.113 0.115 0.454 0.112
92 0.865 0.639 0.973 0.676
93 0.169 0.376 0.23 0.51
94 0.304 0.151 0.514 0.104
95 0.874 0.146 0.334 0.106
96 0.449 0.899 0.053 0.379
97 0.95 0.395 0.964 0.397
98 0.959 0.65 0.531 0.851
99 0.559 0.823 0.951 0.661
100 0.533 0.414 0.347 0.68;
param y:=

1 -1
2 1
3 1
4 -1
5 1
6 -1
7 -1
8 -1
9 -1
10 1
11 -1
12 -1
13 1
14 1
15 -1
16 -1
17 -1
18 -1
19 -1
20 -1
21 -1
22 -1
23 -1
24 1
25 1
26 1
27 -1
28 1
29 -1
30 1
31 -1
32 -1
33 1
34 1
35 -1
36 1
37 1
38 1
39 -1
40 -1
41 -1
42 -1
43 1
44 1
45 -1
46 1
47 1
48 -1
49 1
50 1
51 -1
52 -1
53 -1
54 1
55 -1
56 -1
57 1
58 1
59 -1
60 1
61 -1
62 -1
63 -1
64 -1
65 1
66 -1
67 -1
68 -1
69 -1
70 -1
71 -1
72 1
73 1
74 -1
75 -1
76 1
77 1
78 -1
79 1
80 -1
81 1
82 -1
83 1
84 1
85 -1
86 1
87 -1
88 1
89 -1
90 1
91 -1
92 1
93 -1
94 -1
95 -1
96 -1
97 1
98 1
99 1
100 -1;
